room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate,min_players,max_players,time_limit_str,minimum_age,difficulty_int,fear_int,query_address,room_latitude,room_longitude
"Escape room ""8-Bit Escape"" by Escape Room Herndon in Washington, D.C.",https://worldofescapes.com/washington/quests/escape-room-herndon-8-bit-escape,"406 Elden St Herndon, VA 20170",Your friends have come over to play your newest video game but once you get to the basement you see your mom has locked up all your gaming gear until you finish your homework. You and your friends have 60 minutes to find all your gear and put it back together before your mom kicks them out and they all go over to Wade's house.,2-6,60,Difficult,Not scary,10+,None,2,6,60 minutes,10,2,0,"406 Elden St, Herndon, VA 20170, USA",38.9700479,-77.37387129999999
"Escape room ""The List"" by Chico Escape Rooms in Chico",https://worldofescapes.com/chico/quests/chico-escape-rooms-the-list,"55 Declaration Dr Suite C Chico, CA 95973","You have just been informed that your name did not make it onto the nice list.  Not knowing what else to do, you come up with a plan.  You bribe that head elf to secretly let you into Santa's office where the ""nice list"" is cleverly hidden.  While Santa is away for a short time, you will be granted access.  You must find the list and add your name to it before Santa returns!",2-8,60,Average,Not scary,15+,None,2,8,60 minutes,15,1,0,"55 Declaration Dr Suite C, Chico, CA 95973, USA",39.7714834,-121.8733617
"Escape room ""We Are All Mad Here"" by The Ultimate Escape Rooms in Ventura",https://worldofescapes.com/ventura/quests/the-ultimate-escape-rooms-we-are-all-mad-here,"1591 Spinnaker Drive #117 C Ventura, CA 93001","Talking animals, shrinking rooms, magic mushrooms! What's real, what's fantasy?
Are you up for a hair-raising adventure?
Be forewarned! Accept the challenge and you risk going mad! But maybe, just maybe, you will be one of the lucky few who escape.",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"1591 Spinnaker Dr #117c, Ventura, CA 93001, USA",34.2421444,-119.2650971
"Escape room ""Traitor"" by CQ Tactical in Tampa",https://worldofescapes.com/tampa/quests/cq-tactical-traitor,"500 S. Falkenburg Rd, Tampa, FL 33619","The government has been funding research on artificial intelligence that can change the world. But, the lead scientist on the project has stolen the research and the military needs your team to find it. Will your team be able to locate the research and unravel the theft? You’ll need to find the truth because your lives just might depend on it.",2-10,60,Difficult,Not scary,,None,2,10,60 minutes,nan,2,0,"500 S Falkenburg Rd, Tampa, FL 33619, USA",27.94707,-82.333331
"Escape room ""TEG Unlocked: The Heist - Vol. 1: Chasing Hahn [DIGITAL]"" by The Escape Game Jacksonville in Jacksonville",https://worldofescapes.com/jacksonville/quests/the-escape-game-jacksonville-teg-unlocked-the-heist-vol-1-chasing-hahn-digital,Anywhere!,"The Heist - Vol. 1: Chasing Hahn is a fully digital experience that you can play right at your house. All you need is an internet connection and a bit of wit! Use the digital evidence dossier and the online dashboard to track down an infamous art thief before another masterpiece goes missing. Your mission? Stop suspected art thief Vincent Hahn before another masterpiece goes missing! *This volume, “Chasing Hahn”, is a continuation of The Heist story, but you don’t need to play The Heist escape game first. The experience will be the same whether you’ve played The Heist or not. About TEG Unlocked: - TEG Unlocked is an adventure that you can play anywhere! - Once you receive your activation code, you will log in to the TEG Unlocked dashboard website to receive your mission. - You'll use what you find in digital zip folder and information on the web to progress through the adventure. - Find clues and solve puzzles to uncover the truth and complete your mission. - TEG Unlocked can be played by yourself or with a group of friends! You'll just need to be together in one place. Recommended for 1 - 4 players. - The game is not timed and if you get stuck, each adventure has a built in hint guide available at all times. Due to the challenging nature of the puzzles, TEG Unlocked is recommended for ages 12 and up, but is appropriate for all ages. Internet access is required to play.
",2-4,120,Average,Not scary,12+,None,2,4,120 minutes,12,1,0,"1700 Westlake Ave N Suite 200, Seattle, WA 98109, USA",47.63450779999999,-122.3396029
"Escape room ""Poe-Ranormal Activity"" by Escape Room Live in Washington, D.C.",https://worldofescapes.com/washington/quests/escape-room-live-poe-ranormal-activity,"814 King Street, Floor 2 Alexandria, VA 22314",You are a team of paranormal investigators from Discovery Channel's 'Destination America' and have been given permission to enter Poe's old chambers in search of a historian who disappeared several years ago in search of a fabled 'Lost Manuscript'! You will be given the latest technology in ghost detecting in order to assist in your quest.,2-10,45,Difficult,Not scary,5+,None,2,10,45 minutes,5,2,0,"814 King St Floor 2, Alexandria, VA 22314, USA",38.8051009,-77.0487557
"Escape room ""The Heist"" by Escape Sacramento in Sacramento",https://worldofescapes.com/sacramento/quests/escape-sacramento-the-heist,"1831 I St, Sacramento, CA 95811","You are an elite team of mercenary thieves. Your client was recently involved in an expedition to recover treasure from an ancient shipwreck, but was back-stabbed by his business partner and left with none of the loot. Can you help him steal back what is rightfully his - plus ""interest""?",2-8,60,Very difficult,Not scary,10+,None,2,8,60 minutes,10,3,0,"1831 I St, Sacramento, CA 95811, USA",38.5784149,-121.4808542
"Escape room ""A Grand Illusion"" by Epic Escape Game in Grand Junction",https://worldofescapes.com/grand-junction/quests/epic-escape-game-the-missing-manuscript,"605 Grand Avenue, Grand Junction, CO 81501","You are an up and coming magician, about to put on the greatest magic show the world has ever seen! To do that, you need to perform a mind-blowing grand finale! Just an hour before showtime you’ve been informed that somewhere hidden back stage are instructions for an illusion that has never been successfully completed! You must go back stage and find the illusion so that you can put on the show of a lifetime!",1-6,60,Average,Not scary,,0.46,1,6,60 minutes,nan,1,0,"605 Grand Ave, Grand Junction, CO 81501, USA",39.0700562,-108.5624801
"Escape room ""Mystery of Sherlock"" by Adventure Vault in Miami",https://worldofescapes.com/miami/quests/adventure-vault-mystery-of-sherlock,"3350 NW 2nd Ave Suite A4, Boca Raton, FL 33431","Watson has called your team to investigate the disappearance of Sherlock Holmes! Watson says Sherlock was supposed to have written back to his letter as usual, but has not heard back from him in days and is worried something terrible might have happened! Watson has asked your team to investigate his room for any signs or clues to what could have happened, but while your team is searching the room for clues, it seems to be getting harder to breathe...
The door has been locked and oxygen shut from the room! You and your team must find out where Sherlock is and escape before running out of oxygen!",2-8,60,Very difficult,Not scary,,None,2,8,60 minutes,nan,3,0,"3350 NW 2nd Ave A4, Boca Raton, FL 33431, USA",26.3807612,-80.0851167
"Escape room ""Houdini's Magic Cell - Destination Budapest"" by ALL IN Adventures Milford in New Haven",https://worldofescapes.com/new-haven/quests/all-in-adventures-milford-houdinis-magic-cell-destination-budapest,"1201 Boston Post Rd #1220 Milford, CT 06460","Just like Houdini began, you will start your quest off by using card trick and manipulations to conquer Level 3 of the game and then if you make it through that it is time to take on handcuffs and padlocks! Good luck escaping Houdini’s Magic Cell!!!
",2-10,60,Difficult,Not scary,14+,None,2,10,60 minutes,14,2,0,"1201 Boston Post Rd #1220, Milford, CT 06460, USA",41.2359938,-73.0355424
"Escape room ""Shadows of the Skunk Ape"" by Rabbit Hole Escape Games in Tampa",https://worldofescapes.com/tampa/quests/rabbit-hole-escape-games-shadows-of-the-skunk-ape,"5205 N Florida Ave Tampa, FL 33603","During the summer of 1984, you are completing park ranger training at Cabbage Lake State Park. Meanwhile, the park is also hosting the 2nd annual Cryptozoology Conference. During the event, an item has been stolen from the park. It's up to you to find the missing item and get all campers to safety due to approaching heavy storms.
You discover there's a mysterious protector in the park - the lurking Skunk Ape - and he's quite upset with the thieves. Maybe you can join forces with this odd creature to accomplish your mission?",3-7,60,Average,Not scary,,None,3,7,60 minutes,nan,1,0,"5205 N Florida Ave, Tampa, FL 33603, USA",27.9945075,-82.459007
"Escape room ""Pandemic Zero"" by Omescape in San Jose",https://worldofescapes.com/san-jose/quests/omescape-san-jose-pandemic-zero,"625 Wool Creek Drive, Suite E, San Jose, CA 95112","A super virus has infected 95% of the world’s population. You have discovered the location of a top-secret lab. However, the entrance to it has been locked because of a citywide quarantine. Can you find the hidden entrance underneath the city in the sewers and finish work on the cure before it is too late?",3-6,60,Difficult,Not scary,13+,None,3,6,60 minutes,13,2,0,"625 Wool Creek Dr Suite E, San Jose, CA 95112, USA",37.3142949,-121.8515707
"Escape room ""Time Machine"" by Escape Room 831 in Salinas",https://worldofescapes.com/salinas/quests/escape-room-831-time-machine,"765 Wave St A2 Monterey, CA 93940","Dr. Burstein took a revolutionary energy project and turned it into a tool of global destruction.
You can still stop him. The files that hold all the secrets need to be destroyed.  Find them. Destroy them!
 ",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"765 Wave St A2, Monterey, CA 93940, USA",36.6160874,-121.9017204
"Escape room ""It’s all WIRED!"" by Escape on Palafox in Pensacola",https://worldofescapes.com/pensacola/quests/escape-on-palafox-its-all-wired,"28 Palafox Place Pensacola, FL 32502","You have been chosen to join a group of federal agents assigned to a bizarre case. You and your team will enter the lair of a suspect known only as “OMEGA.” Intelligence shows that he has prepared some sort of “doomsday” device, and plans to detonate it in 60 minutes. You and your team need to act quickly to find out what he has created and deactivate it – before it’s too late!",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"28 Palafox Pl, Pensacola, FL 32502, USA",30.411879,-87.215008
"Escape room ""The Missing Scientist: Part I"" by Enigma Escape Rooms in Longmont",https://worldofescapes.com/longmont/quests/Enigma-Escape-Rooms-THE-MISSING-SCIENTIST-PART-I,"1426 Pearl St. #020 Boulder, CO 80302","Circa 1953. A University Professor was working on cutting-edge technology that could save the world or destroy everything, until one day, he vanished. He left everything behind, and University officials are on their way to steal his work. Find the schematics and escape!",2-8,60,Average,Not scary,12+,None,2,8,60 minutes,12,1,0,"1426 Pearl St #020, Boulder, CO 80302, USA",40.018327,-105.276525
"Escape room ""Zombie Nursery"" by Lights Out Escape Rooms in Denver",https://worldofescapes.com/denver/quests/lights-out-escape-rooms-zombie-nursery,"1500 W Littleton Blvd Unit 110 C/D Littleton, CO 80120","What could be more fun than babysitting a horde of zombie babies? Surviving would be nice. Your group of friends has decided to take on an evening of babysitting, in the hopes of earning some extra cash. What the parents failed to mention, is that their bundles of joy are actually brain-eating babies. To earn your pay for the night, you must complete the tasks that the parents left for you and most importantly, be alive to accept your pay.",2-6,60,Average,Scary,13+,None,2,6,60 minutes,13,1,2,"1500 W Littleton Blvd Unit 110 C/D, Littleton, CO 80120, USA",39.6123907,-105.0063607
